uid	followers_count	friends_count	statuses_count	favourites_count	listed_count	created_year	name_words	screen_name_length	description_length
40585382.0	0.000106954891272	0.00535060722269	0.0723239164916	0.00162528086175	0.00194239879264	0.3	0.111111111111	0.692307692308	0.725
30005269.0	2.69954539459e-05	0.00155070143937	0.0102327774682	0.0002622753106	0.000451828975746	0.3	0.111111111111	0.384615384615	0.9625
3314758074.0	0.00035043447277	0.0154995170458	0.00329232220174	0.0161227035422	0.00101079265708	0.9	0.111111111111	0.769230769231	0.9
14311688.0	2.48853350861e-05	0.00162192624359	0.0105471485117	0.000363468146973	0.000512383374557	0.2	0.111111111111	0.923076923077	0.7125
110457801.0	2.08198394163e-05	0.00148572442498	0.0531958674497	0.00687078707375	0.000354010331512	0.4	0.111111111111	0.384615384615	0.94375
269062860.0	0.000213698770657	0.0117158555161	0.1805861591	0.000194125033043	0.0012995905591	0.5	0.222222222222	0.846153846154	0.90625
1656126090.0	4.47345198269e-06	0.000599787825057	0.00169045883883	0.000995407084325	2.3290153389e-05	0.7	0.0	1.0	0.5375
758669826.0	5.85206297107e-06	0.000730991411788	0.000464411768909	9.49973565953e-05	6.52124294891e-05	0.6	0.111111111111	0.769230769231	0.63125
21056856.0	6.49916608806e-05	0.000789720636325	0.0015647104214	8.26063970394e-05	0.000279481840667	0.3	0.0	0.769230769231	0.9375
954363313.0	1.67402762874e-06	8.24708259453e-05	0.000254354753433	0.000140430874967	5.58963681335e-05	0.6	0.222222222222	0.615384615385	0.875
337284868.0	3.57313460253e-05	0.00264531422009	0.128534888041	0.0384863203807	0.000428538822357	0.5	0.333333333333	0.384615384615	0.7875
203541550.0	7.2869437957e-06	0.000456088658637	0.000450122176019	2.06515992598e-06	0.000102476674911	0.4	0.111111111111	0.769230769231	0.4
156333623.0	0.000139338182039	0.00025366026768	0.000763064260299	0.0	0.0028740049282	0.4	0.222222222222	0.615384615385	0.66875
587865313.0	6.77207479392e-05	0.00582668880883	0.011181606436	0.00681709291568	0.000405248668968	0.6	0.111111111111	0.769230769231	0.99375
4750028375.0	2.73893427997e-05	0.00144823768592	0.000252925794144	0.000433683584457	7.45284908446e-05	1.0	0.222222222222	0.692307692308	0.9875
115703194.0	7.58236043607e-06	0.000128704470793	0.000928823537817	0.0	0.000284139871345	0.4	0.0	0.923076923077	0.4875
15475471.0	3.85448378383e-06	0.00124705885293	2.8579185779e-05	0.0	2.3290153389e-05	0.2	0.0	0.538461538462	0.225
2701352961.0	1.51506534131e-05	0.00136826597591	0.0313470799217	0.0154804388052	0.000102476674911	0.8	0.0	0.615384615385	0.9375
383978282.0	1.18729354509e-05	0.0011720853748	0.00154756290993	0.000605091858314	6.98704601669e-05	0.5	0.222222222222	0.692307692308	0.575
1031038448.0	1.51928557903e-06	9.24672896963e-05	0.000101456109515	1.03257996299e-05	1.86321227112e-05	0.6	0.222222222222	0.384615384615	0.925
115402745.0	2.04822203987e-05	0.000603536498963	0.000975979194353	4.13031985197e-06	0.000582253834724	0.4	0.111111111111	0.923076923077	0.625
168516256.0	3.92482107915e-06	0.000472332912232	0.000913104985639	0.00326295268306	4.65803067779e-05	0.4	0.111111111111	0.846153846154	0.86875
293602749.0	1.17041259421e-05	0.000437345289104	0.025379745931	0.0295854810997	0.000256191687278	0.5	0.111111111111	0.538461538462	0.23125
2734365015.0	1.02692451175e-06	8.87186157897e-05	0.000583015389892	0.000590635738832	4.65803067779e-06	0.8	0.222222222222	0.692307692308	0.05625
45025729.0	0.0108709384766	0.00076223036101	0.00989125619811	5.98896378536e-05	0.0207328945468	0.3	0.111111111111	0.538461538462	0.8875
183825988.0	1.98210498227e-05	0.00171439353329	0.0154270444835	3.51077187417e-05	0.0001257668283	0.4	0.222222222222	0.538461538462	0.89375
954537696.0	0.000158385521614	0.00118208183855	0.0137523041969	0.0965007930214	0.00131356465114	0.6	0.0	0.846153846154	0.125
187838951.0	0.000112792886784	0.00359997650831	0.0100827367428	0.0045536776368	0.00112724342403	0.4	0.111111111111	0.307692307692	0.975
13134132.0	9.35486027827e-06	2.49911593774e-06	0.0159386119089	0.00669937879989	0.000256191687278	0.2	0.111111111111	0.538461538462	0.83125
142082006.0	4.04861471893e-05	0.000995897701188	0.0293965504923	0.000218906952154	0.000172347135078	0.4	0.222222222222	0.846153846154	0.76875
17976923.0	0.000352024095644	0.00653143950328	0.00654749146197	0.00167897501983	0.00718268330515	0.2	0.0	0.846153846154	0.75
44579901.0	1.19151378281e-05	0.0011158552662	0.00267215387034	0.000720740814169	0.000204953349823	0.3	0.111111111111	1.0	0.775
2604799262.0	3.2636505031e-05	0.00281150542995	0.000321515840014	7.84760771874e-05	4.65803067779e-05	0.8	0.111111111111	0.384615384615	0.75
110445334.0	0.0222857249207	0.0015132147003	0.0126863005673	2.68470790378e-05	0.0486205242148	0.4	0.111111111111	0.615384615385	0.8375
2560114934.0	1.01848403631e-05	0.000636025006154	0.0104056815421	0.0374950436162	1.86321227112e-05	0.8	0.0	0.538461538462	0.55
